sequence_id,cache_sequence_id,scheduled_time_ns,call_start_ns,call_end_ns,query_latency_ms,host_call_start_monotonic_ns,host_call_end_monotonic_ns,latency_ms,success,error_code,error_message,robot_state_at_call,robot_operation_state,latest_rt_sequence,latest_rt_timestamp,latest_rt_timestamp_ns,latest_rt_age_ms,rt_sequence_after_call,rt_updates_during_call,previous_success_latency_ms,time_since_last_success_ms,cartesian_force_raw_n,cartesian_torque_raw_nm,joint_measured_torque_nm,joint_external_torque_nm
3173,3173,3116469675888400,3116469684965100,3116469685961000,0.9959,3116469684965100,3116469685961000,0.9959,True,,,IDLE,IDLE,19754,3116469.6771639,3116469677163900,7.853900082409382,19754,0,1.3411,47.6146,"[-5.213957552959609, -5.117506207257328, -9.213920779637203]","[2.7916636174942964, -0.7998357029366882, 0.8532996388245955]","[1.1671111111111208, -76.70615505499975, 19.727871314558943, 3.243859855338404, 0.09671633303360683, 0.8469115892754455]","[1.1671111111111176, -3.927153781985737, 4.535358922256753, 1.167436468065516, 0.10214142328408693, 0.8469074629998383]"
3174,3174,3116469725888400,3116469733873700,3116469735044800,1.1711,3116469733873700,3116469735044800,1.1711,True,,,IDLE,IDLE,19760,3116469.7251757,3116469725175700,8.760599885135889,19760,0,0.9959,49.0838,"[-4.369864014119614, -5.489021642631463, -9.232253781593178]","[2.260161931298233, -0.4956420632155588, 0.6591999585760917]","[1.700444444444454, -77.08618030354864, 19.525428550499864, 3.1934627505705806, -0.09254399028007403, 0.6526112771270975]","[1.7004444444444524, -4.30717960360964, 4.332916731272775, 1.1170393581417866, -0.08711947321663913, 0.6526071499871353]"
3175,3175,3116469775888400,3116469781106000,3116469782396900,1.2909,3116469781106000,3116469782396900,1.2909,True,,,IDLE,IDLE,19766,3116469.7732113,3116469773211300,7.955800276249647,19766,0,1.1711,47.3521,"[-3.694239846777643, -5.004384030792598, -9.078967053385803]","[2.256364245537589, -0.6487438008400227, 0.8520612032021233]","[1.3448888888888986, -76.8961676792742, 18.918100258322628, 3.243859855338404, 0.14403141386202706, 0.8469115892754455]","[1.344888888888896, -4.117166693008841, 3.7255881527691503, 1.167436465417103, 0.14945621730430214, 0.8469074625648485]"
3176,3176,3116469825888400,3116469837097800,3116469838507300,1.4095,3116469837097800,3116469838507300,1.4095,True,,,IDLE,IDLE,19773,3116469.8291962,3116469829196200,7.967700250446796,19773,0,1.2909,56.1104,"[-5.480702495763973, -5.8862713345270175, -8.900637960264818]","[2.2424300013507747, -0.8018713934067867, 0.7048279558321197]","[1.700444444444454, -76.51614243072531, 19.829092696588482, 3.395051169641877, 0.07305879261939673, 0.7011863551641846]","[1.7004444444444502, -3.7371252847318033, 4.636564431306827, 1.3186256262181364, 0.07848416914381656, 0.7011822293038693]"
3177,3177,3116469875888400,3116469877280000,3116469878679500,1.3995,3116469877280000,3116469878679500,1.3995,True,,,IDLE,IDLE,19778,3116469.8690544,3116469869054400,8.2785002887249,19778,0,1.4095,40.1722,"[-2.930383669682896, -3.1977942895165707, -8.39942932281697]","[1.6731822903016293, -0.5224448069755018, 0.6803322736620059]","[0.6337777777777874, -76.70615505499975, 18.41199334817493, 3.092668541034932, 0.12037387344781694, 0.6768988161456411]","[0.6337777777777822, -3.927128516320437, 3.2194798955901707, 1.016244971784689, 0.12579872504055295, 0.6768946895110582]"
3178,3178,3116469925888400,3116469933050000,3116469934575500,1.5255,3116469933050000,3116469934575500,1.5255,True,,,IDLE,IDLE,19785,3116469.9252209,3116469925220900,8.003799710422754,19785,0,1.3995,55.896,"[-4.364811301090586, -5.88808908175749, -8.143346859334974]","[1.7591274092458076, -0.6547457544319393, 0.703809575747787]","[1.878222222222232, -76.32612980645088, 19.120543022381707, 3.395051169641877, 0.07305879261939673, 0.7011863551641846]","[1.878222222222229, -3.547103267349229, 3.9280295693746172, 1.3186276005325541, 0.07848364464149811, 0.7011822285352263]"
3179,3179,3116469975888400,3116469981158100,3116469982472300,1.3142,3116469981158100,3116469982472300,1.3142,True,,,IDLE,IDLE,19791,3116469.9735049,3116469973504900,7.734499871730804,19791,0,1.5255,47.8968,"[-4.277489698317025, -6.050403806591268, -7.691852365897045]","[2.9868329040983355, -0.5856679786925522, 0.8076903099915722]","[1.878222222222232, -76.13611718217643, 19.019321640352167, 2.9414772267314597, 0.002086171376766406, 0.7983365112383585]","[1.8782222222222305, -3.357116195066425, 3.826809533954034, 0.8650538370919993, 0.0075109756777721765, 0.7983323845390103]"
3180,3180,3116470025888400,3116470036939300,3116470038248100,1.3088,3116470036939300,3116470038248100,1.3088,True,,,IDLE,IDLE,19798,3116470.0292335,3116470029233500,7.780599873512983,19798,0,1.3142,55.7758,"[-5.575511648389749, -3.7194994071644834, -9.5930438866629]","[2.654758120126213, -0.7979408010673124, 0.7311931003208318]","[0.4560000000000097, -76.8961676792742, 20.03153546064756, 3.1934627505705806, 0.04940125220518662, 0.7254738941827281]","[0.4560000000000054, -4.11714950573068, 4.839030373198629, 1.117040255916527, 0.05482553195142244, 0.7254697667076999]"
3181,3181,3116470075888400,3116470077216300,3116470078629200,1.4129,3116470077216300,3116470078629200,1.4129,True,,,IDLE,IDLE,19803,3116470.0690543,3116470069054300,8.220499847084284,19803,0,1.3088,40.3811,"[-6.203362753680676, -4.676058852761183, -9.1132732361257]","[3.187316699214722, -0.6693494045018211, 0.807900524967557]","[0.8115555555555651, -76.70615505499975, 20.436420988765718, 3.143065645802756, -0.16351661152270436, 0.7983365112383585]","[0.8115555555555621, -3.927154067467413, 5.243908881945256, 1.066642256304216, -0.15809180679233312, 0.7983323845446347]"
3182,3182,3116470125888400,3116470132974700,3116470135128000,2.1533,3116470132974700,3116470135128000,2.1533,True,,,IDLE,IDLE,19810,3116470.1254695,3116470125469500,7.726799696683884,19810,0,1.4129,56.4988,"[-3.880309354895017, -6.076234720378148, -8.331348439110837]","[2.258447671538108, -0.59819795951442, 0.7068113324434824]","[2.05600000000001, -76.51614243072531, 18.918100258322628, 3.143065645802756, 0.07305879261939673, 0.7011863551641846]","[2.056000000000006, -3.7371411568666275, 3.7255878651757808, 1.0666422588117084, 0.07848388372860768, 0.7011822288998264]"
3183,3183,3116470175888400,3116470189442800,3116470191031000,1.5882,3116470189442800,3116470191031000,1.5882,True,,,IDLE,IDLE,19817,3116470.1812183,3116470181218300,8.28390009701252,19817,0,2.1533,55.903,"[-5.012959960870334, -5.241519654611858, -9.104349029319811]","[1.8359556130795545, -0.7636191111064835, 0.7760398557979706]","[1.3448888888888986, -76.70615505499975, 19.626649932529403, 3.5462424839453495, 0.09671633303360683, 0.774048972219815]","[1.3448888888888997, -3.9271376222575753, 4.434121380499031, 1.469816943170024, 0.10214199636623116, 0.7740448467944897]"
3184,3184,3116470225888400,3116470229319200,3116470230666000,1.3468,3116470229319200,3116470230666000,1.3468,True,,,IDLE,IDLE,19822,3116470.221224,3116470221224000,8.160899858921766,19822,0,1.5882,39.635,"[-4.148613625195765, -4.5468201288051535, -9.093332134973403]","[1.7915685926437295, -0.6299514026129518, 0.7042028630178219]","[1.1671111111111208, -76.8961676792742, 19.221764404411246, 3.3446540648740526, 0.07305879261939673, 0.7011863551641846]","[1.1671111111111172, -4.117166119511495, 4.0292517253603375, 1.268230680249577, 0.07848416967808179, 0.7011822293235673]"
3185,3185,3116470275888400,3116470285186400,3116470286464000,1.2776,3116470285186400,3116470286464000,1.2776,True,,,IDLE,IDLE,19829,3116470.2772659,3116470277265900,8.006500080227852,19829,0,1.3468,55.798,"[-3.449747661890964, -4.309669464233626, -8.85891989894837]","[2.172011841556896, -0.5450279511472972, 0.6825916165060308]","[1.1671111111111208, -76.8961676792742, 18.81687887629309, 3.0422714362671077, 0.07305879261939673, 0.6768988161456411]","[1.167111111111118, -4.11716640583785, 3.6243664835685685, 0.9658480491351398, 0.07848388329924222, 0.6768946898756584]"
3186,3186,3116470325888400,3116470334044700,3116470335284300,1.2396,3116470334044700,3116470335284300,1.2396,True,,,IDLE,IDLE,19835,3116470.3252299,3116470325229900,8.874500170350075,19835,0,1.2776,48.8203,"[-5.004444277102144, -5.1185089692456955, -9.355403205869568]","[2.9121565279047106, -0.7022026037319135, 0.7090746203523742]","[1.3448888888888986, -76.8961676792742, 19.727871314558943, 3.0422714362671077, 0.025743711790976516, 0.7011863551641846]","[1.3448888888888941, -4.117157013577568, 4.535373734956865, 0.9658500231681546, 0.031168277109771967, 0.7011822281143099]"
3187,3187,3116470375888400,3116470380996000,3116470382066400,1.0704,3116470380996000,3116470382066400,1.0704,True,,,IDLE,IDLE,19841,3116470.3730636,3116470373063600,8.006999734789133,19841,0,1.2396,46.7821,"[-5.436822373950756, -5.7769618786684855, -9.931453220563196]","[2.759707225910214, -0.8035097788312004, 0.8288181244210258]","[1.5226666666666764, -77.08618030354864, 20.03153546064756, 3.3446540648740526, 0.07305879261939673, 0.822624050256902]","[1.5226666666666733, -4.307179030534627, 4.839023068345371, 1.2682306776011645, 0.07848388286987683, 0.8226199239812948]"
3188,3188,3116470425888400,3116470436932300,3116470437844400,0.9121,3116470436932300,3116470437844400,0.9121,True,,,IDLE,IDLE,19848,3116470.4290354,3116470429035400,7.941000163555145,19848,0,1.0704,55.778,"[-5.079286842508974, -5.414397522201549, -8.394091118157021]","[2.7721223098124472, -0.7327275638617283, 0.6838088447988663]","[1.5226666666666764, -76.32612980645088, 19.525428550499864, 3.0422714362671077, 0.04940125220518662, 0.6768988161456411]","[1.522666666666673, -3.547121530605665, 4.332909155365975, 0.9658470093744391, 0.054826631289537284, 0.6768946904332828]"
3189,3189,3116470475888400,3116470485174700,3116470486265000,1.0903,3116470485174700,3116470486265000,1.0903,True,,,IDLE,IDLE,19854,3116470.4770148,3116470477014800,8.189099840819836,19854,0,0.9121,48.4206,"[-3.0430124596457877, -4.876169507109718, -8.909211878060832]","[1.6829852610863598, -0.416922178671432, 0.7056571918337463]","[1.5226666666666764, -77.08618030354864, 18.71565749426355, 3.243859855338404, 0.002086171376766406, 0.7011863551641846]","[1.5226666666666744, -4.307189786370856, 3.523131652412145, 1.1674345285864907, 0.007511502687572879, 0.7011822293743999]"
3190,3190,3116470525888400,3116470532810200,3116470533932400,1.1222,3116470532810200,3116470533932400,1.1222,True,,,IDLE,IDLE,19860,3116470.5252603,3116470525260300,7.605500053614378,19860,0,1.0903,47.6674,"[-3.484795794418804, -4.632391709091568, -7.814595200162933]","[1.3342526185165324, -0.5398433701661329, 0.6784911697364143]","[1.3448888888888986, -76.32612980645088, 18.61443611223401, 3.3446540648740526, 0.07305879261939673, 0.6768988161456411]","[1.3448888888888926, -3.5471465784300165, 3.421917559540068, 1.2682297752342842, 0.07848354871749162, 0.676894689363242]"
3191,3191,3116470575888400,3116470589147200,3116470590135200,0.988,3116470589147200,3116470590135200,0.988,True,,,IDLE,IDLE,19867,3116470.5809672,3116470580967200,8.222999982535839,19867,0,1.1222,56.2028,"[-3.3311662282205545, -4.964309869940017, -7.499506861677647]","[2.3018654671790895, -0.3642324566291688, 0.7092140665028875]","[1.5226666666666764, -76.32612980645088, 18.61443611223401, 2.9414772267314597, -0.09254399028007403, 0.7011863551641846]","[1.5226666666666742, -3.547145215281404, 3.4219161963919618, 0.8650529023973181, -0.08711895031064551, 0.7011822286702306]"
3192,3192,3116470625888400,3116470628943700,3116470629982600,1.0389,3116470628943700,3116470629982600,1.0389,True,,,IDLE,IDLE,19872,3116470.6210413,3116470621041300,7.967500016093254,19872,0,0.988,39.8474,"[-3.7744484374136213, -4.348509025545051, -8.14487900712877]","[1.753823752220115, -0.8888155445290209, 0.6530173057842068]","[1.1671111111111208, -76.13611718217643, 18.51321473020447, 3.1934627505705806, 0.3806068180041281, 0.6526112771270975]","[1.1671111111111179, -3.357151140172533, 3.3206891581402154, 1.117037566086494, 0.3860320990863575, 0.6526071511260028]"
3193,3193,3116470675888400,3116470685179600,3116470686188800,1.0092,3116470685179600,3116470686188800,1.0092,True,,,IDLE,IDLE,19879,3116470.6772048,3116470677204800,8.013700135052204,19879,0,1.0389,56.2062,"[-3.979575049278007, -6.1077902575206116, -8.502707434373203]","[2.4438152298689846, -0.49447587540024085, 0.7086985040154367]","[2.05600000000001, -76.70615505499975, 19.120543022381707, 3.092668541034932, -0.04522890945165381, 0.7011863551641846]","[2.0560000000000036, -3.927171826978892, 3.928024469687765, 1.0162442513951637, -0.03980415335355891, 0.7011822283817856]"
3194,3194,3116470725888400,3116470733600100,3116470734977700,1.3776,3116470733600100,3116470734977700,1.3776,True,,,IDLE,IDLE,19885,3116470.7251861,3116470725186100,8.56779981404543,19885,0,1.0092,48.7889,"[-3.7251957463071244, -4.435919492978207, -8.549122001876768]","[2.6484130663944656, -0.5374392544751889, 0.7093103773078232]","[1.1671111111111208, -76.70615505499975, 18.918100258322628, 2.8910801219636353, 0.025743711790976516, 0.7011863551641846]","[1.1671111111111152, -3.927197092648612, 3.7255827659111596, 0.8146560143012089, 0.031168706546816336, 0.7011822287407611]"
3195,3195,3116470775888400,3116470789129000,3116470790274900,1.1459,3116470789129000,3116470790274900,1.1459,True,,,IDLE,IDLE,19892,3116470.7811686,3116470781168600,8.021099958568811,19892,0,1.3776,55.2972,"[-4.0822034027270435, -4.386943612090821, -8.096356423796335]","[1.9328349513174092, -0.4578645822344428, 0.803666334359528]","[0.989333333333343, -76.51614243072531, 19.120543022381707, 3.2942569601062286, -0.09254399028007403, 0.7983365112383585]","[0.9893333333333391, -3.7371414440376327, 3.928030916405902, 1.217833570325848, -0.08711918640843364, 0.798332384533386]"
3196,3196,3116470825888400,3116470828953500,3116470830098500,1.145,3116470828953500,3116470830098500,1.145,True,,,IDLE,IDLE,19897,3116470.8210838,3116470821083800,7.930600084364414,19897,0,1.1459,39.8236,"[-3.745114588285568, -4.711629969238922, -9.179056563317387]","[2.2447678732315723, -0.7012442009548309, 0.681490001881222]","[1.3448888888888986, -76.8961676792742, 18.918100258322628, 3.092668541034932, 0.19134649469044723, 0.6768988161456411]","[1.344888888888894, -4.117166978912863, 3.72558843867321, 1.0162451487470583, 0.19677101218324744, 0.6768946890113031]"
3197,3197,3116470875888400,3116470885086100,3116470886135100,1.049,3116470885086100,3116470886135100,1.049,True,,,IDLE,IDLE,19904,3116470.8769494,3116470876949400,8.172899950295687,19904,0,1.145,56.0366,"[-5.116881656662392, -4.544597206100894, -9.578449536435294]","[2.1154904610626555, -0.8277312206085745, 0.728245298261617]","[0.989333333333343, -76.8961676792742, 19.727871314558943, 3.395051169641877, 0.14403141386202706, 0.7254738941827281]","[0.989333333333337, -4.117184451253337, 4.535352761865001, 1.3186268800021086, 0.14945616996012195, 0.7254697674003291]"
3198,3198,3116470925888400,3116470932969100,3116470934325000,1.3559,3116470932969100,3116470934325000,1.3559,True,,,IDLE,IDLE,19910,3116470.9254201,3116470925420100,7.664700038731098,19910,0,1.049,48.1899,"[-3.256504080954934, -5.018460775069435, -9.051301746205434]","[1.1696726088850071, -0.486457013940378, 0.7510423832189992]","[1.5226666666666764, -77.08618030354864, 18.81687887629309, 3.5462424839453495, 0.04940125220518662, 0.7497614332012715]","[1.5226666666666726, -4.307214547871098, 3.6243535905552218, 1.4698172969537686, 0.05482624690857634, 0.7497573067708114]"
3199,3199,3116470975888400,3116470981085200,3116470982334700,1.2495,3116470981085200,3116470982334700,1.2495,True,,,IDLE,IDLE,19916,3116470.9731844,3116470973184400,7.957300171256065,19916,0,1.3559,48.0097,"[-3.078989241693417, -5.852096416856462, -8.425758614360062]","[2.1048024257656817, -0.3296099021559596, 0.7085620008739356]","[2.05600000000001, -76.8961676792742, 18.71565749426355, 3.092668541034932, -0.09254399028007403, 0.7011863551641846]","[2.056000000000008, -4.117175294356215, 3.523129784673044, 1.0162431375125314, -0.08711894993373087, 0.7011822286688184]"
3200,3200,3116471025888400,3116471029338200,3116471030545900,1.2077,3116471029338200,3116471030545900,1.2077,True,,,IDLE,IDLE,19922,3116471.0212344,3116471021234400,8.14429996535182,19922,0,1.2495,48.2112,"[-3.098586614434707, -4.571883952413055, -9.018828500898351]","[1.8019628632971105, -0.4729749829453042, 0.7057213464156395]","[1.3448888888888986, -77.08618030354864, 18.71565749426355, 3.1934627505705806, 0.04940125220518662, 0.7011863551641846]","[1.3448888888888946, -4.307170446289405, 3.523136517716747, 1.1170382443999909, 0.054826053946236186, 0.7011822283168795]"
3201,3201,3116471075888400,3116471084936300,3116471085958800,1.0225,3116471084936300,3116471085958800,1.0225,True,,,IDLE,IDLE,19929,3116471.0771395,3116471077139500,7.8535000793635845,19929,0,1.2077,55.4129,"[-4.803988381701057, -5.655559409982889, -7.85924222467328]","[2.5078991827729, -0.6471045848483796, 0.683299704379504]","[1.700444444444454, -76.13611718217643, 19.322985786440785, 3.092668541034932, 0.002086171376766406, 0.6768988161456411]","[1.7004444444444513, -3.357115118666414, 4.1304726036431685, 1.0162451140526998, 0.007510972740901548, 0.6768946892997482]"
3202,3202,3116471125888400,3116471132996200,3116471134404900,1.4087,3116471132996200,3116471134404900,1.4087,True,,,IDLE,IDLE,19935,3116471.1254944,3116471125494400,7.621699944138527,19935,0,1.0225,48.4461,"[-3.6145532693241216, -4.162428397351815, -8.658066311579239]","[2.0917520323544125, -0.8024653998131097, 0.752653510526348]","[0.989333333333343, -76.51614243072531, 18.61443611223401, 3.143065645802756, 0.3096341967614978, 0.7497614332012715]","[0.98933333333334, -3.7371411577112923, 3.4219237199318204, 1.066642258529868, 0.3150592870119779, 0.7497573069256643]"
